timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1672385864892,19,HTTP Request-0,302,Found,Thread Group 1-10,,true,,99,114,10,10,http://www.wykop.pl/,19,0,0
1672385864911,241,HTTP Request-1,200,OK,Thread Group 1-10,text,true,,162606,114,10,10,https://www.wykop.pl/,128,0,83
1672385864893,262,HTTP Request,200,OK,Thread Group 1-7,text,true,,163092,228,10,10,https://www.wykop.pl/,18,0,0
1672385864893,18,HTTP Request-0,302,Found,Thread Group 1-7,,true,,99,114,10,10,http://www.wykop.pl/,18,0,0
1672385864911,244,HTTP Request-1,200,OK,Thread Group 1-7,text,true,,162993,114,10,10,https://www.wykop.pl/,135,0,83
1672385864895,266,HTTP Request,200,OK,Thread Group 1-1,text,true,,163461,228,10,10,https://www.wykop.pl/,23,0,0
1672385864895,23,HTTP Request-0,302,Found,Thread Group 1-1,,true,,99,114,10,10,http://www.wykop.pl/,23,0,0
1672385864918,243,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,163362,114,10,10,https://www.wykop.pl/,136,0,94
1672385864911,256,HTTP Request,200,OK,Thread Group 1-2,text,true,,163461,228,10,10,https://www.wykop.pl/,25,0,0
1672385864911,25,HTTP Request-0,302,Found,Thread Group 1-2,,true,,99,114,10,10,http://www.wykop.pl/,25,0,0
1672385864936,231,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,163362,114,10,10,https://www.wykop.pl/,138,0,90
1672385865003,234,HTTP Request,200,OK,Thread Group 1-9,text,true,,163086,228,10,10,https://www.wykop.pl/,46,0,0
1672385865003,46,HTTP Request-0,302,Found,Thread Group 1-9,,true,,99,114,10,10,http://www.wykop.pl/,46,0,0
1672385865049,188,HTTP Request-1,200,OK,Thread Group 1-9,text,true,,162987,114,10,10,https://www.wykop.pl/,73,0,54
1672385865049,209,HTTP Request,200,OK,Thread Group 1-3,text,true,,162998,228,10,10,https://www.wykop.pl/,32,0,0
1672385865049,32,HTTP Request-0,302,Found,Thread Group 1-3,,true,,99,114,10,10,http://www.wykop.pl/,32,0,0
1672385865081,177,HTTP Request-1,200,OK,Thread Group 1-3,text,true,,162899,114,10,10,https://www.wykop.pl/,67,0,34
1672385865083,192,HTTP Request,200,OK,Thread Group 1-8,text,true,,163461,228,9,9,https://www.wykop.pl/,18,0,0
1672385865083,18,HTTP Request-0,302,Found,Thread Group 1-8,,true,,99,114,9,9,http://www.wykop.pl/,18,0,0
1672385865102,173,HTTP Request-1,200,OK,Thread Group 1-8,text,true,,163362,114,9,9,https://www.wykop.pl/,95,0,50
1672385865054,245,HTTP Request,200,OK,Thread Group 1-5,text,true,,163099,228,9,9,https://www.wykop.pl/,34,0,0
1672385865054,34,HTTP Request-0,302,Found,Thread Group 1-5,,true,,99,114,9,9,http://www.wykop.pl/,34,0,0
1672385865073,226,HTTP Request,200,OK,Thread Group 1-4,text,true,,163014,228,9,9,https://www.wykop.pl/,19,0,0
1672385865088,211,HTTP Request-1,200,OK,Thread Group 1-5,text,true,,163000,114,9,9,https://www.wykop.pl/,79,0,42
1672385865073,19,HTTP Request-0,302,Found,Thread Group 1-4,,true,,99,114,9,9,http://www.wykop.pl/,19,0,0
1672385865093,206,HTTP Request-1,200,OK,Thread Group 1-4,text,true,,162915,114,9,9,https://www.wykop.pl/,75,0,45
1672385865089,213,HTTP Request,200,OK,Thread Group 1-6,text,true,,163461,228,7,7,https://www.wykop.pl/,16,0,0
1672385865089,16,HTTP Request-0,302,Found,Thread Group 1-6,,true,,99,114,7,7,http://www.wykop.pl/,16,0,0
1672385865105,197,HTTP Request-1,200,OK,Thread Group 1-6,text,true,,163362,114,7,7,https://www.wykop.pl/,80,0,52
1672385865153,214,HTTP Request,200,OK,Thread Group 1-10,text,true,,163101,228,6,6,https://www.wykop.pl/,29,0,0
1672385865153,29,HTTP Request-0,302,Found,Thread Group 1-10,,true,,99,114,6,6,http://www.wykop.pl/,29,0,0
1672385865182,185,HTTP Request-1,200,OK,Thread Group 1-10,text,true,,163002,114,6,6,https://www.wykop.pl/,98,0,44
1672385865155,216,HTTP Request,200,OK,Thread Group 1-7,text,true,,163461,228,6,6,https://www.wykop.pl/,27,0,0
1672385865155,27,HTTP Request-0,302,Found,Thread Group 1-7,,true,,99,114,6,6,http://www.wykop.pl/,27,0,0
1672385865182,189,HTTP Request-1,200,OK,Thread Group 1-7,text,true,,163362,114,6,6,https://www.wykop.pl/,96,0,45
1672385865161,219,HTTP Request,200,OK,Thread Group 1-1,text,true,,162689,228,5,5,https://www.wykop.pl/,28,0,0
1672385865161,28,HTTP Request-0,302,Found,Thread Group 1-1,,true,,99,114,5,5,http://www.wykop.pl/,28,0,0
1672385865189,191,HTTP Request-1,200,OK,Thread Group 1-1,text,true,,162590,114,5,5,https://www.wykop.pl/,109,0,55
1672385865167,218,HTTP Request,200,OK,Thread Group 1-2,text,true,,162681,228,4,4,https://www.wykop.pl/,25,0,0
1672385865167,25,HTTP Request-0,302,Found,Thread Group 1-2,,true,,99,114,4,4,http://www.wykop.pl/,25,0,0
1672385865192,193,HTTP Request-1,200,OK,Thread Group 1-2,text,true,,162582,114,4,4,https://www.wykop.pl/,108,0,58
1672385865237,199,HTTP Request,200,OK,Thread Group 1-9,text,true,,163083,228,3,3,https://www.wykop.pl/,46,0,0
1672385865237,46,HTTP Request-0,302,Found,Thread Group 1-9,,true,,99,114,3,3,http://www.wykop.pl/,46,0,0
1672385865284,152,HTTP Request-1,200,OK,Thread Group 1-9,text,true,,162984,114,3,3,https://www.wykop.pl/,70,0,42
1672385865276,165,HTTP Request,200,OK,Thread Group 1-8,text,true,,162689,228,3,3,https://www.wykop.pl/,26,0,0
1672385865276,26,HTTP Request-0,302,Found,Thread Group 1-8,,true,,99,114,3,3,http://www.wykop.pl/,26,0,0
1672385865302,139,HTTP Request-1,200,OK,Thread Group 1-8,text,true,,162590,114,3,3,https://www.wykop.pl/,73,0,41
1672385865367,120,HTTP Request,200,OK,Thread Group 1-10,text,true,,163021,228,2,2,https://www.wykop.pl/,23,0,0
1672385865367,23,HTTP Request-0,302,Found,Thread Group 1-10,,true,,99,114,2,2,http://www.wykop.pl/,23,0,0
1672385865390,97,HTTP Request-1,200,OK,Thread Group 1-10,text,true,,162922,114,2,2,https://www.wykop.pl/,53,0,31
1672385865436,98,HTTP Request,200,OK,Thread Group 1-9,text,true,,162665,228,2,2,https://www.wykop.pl/,16,0,0
1672385865436,16,HTTP Request-0,302,Found,Thread Group 1-9,,true,,99,114,2,2,http://www.wykop.pl/,16,0,0
1672385865452,82,HTTP Request-1,200,OK,Thread Group 1-9,text,true,,162566,114,2,2,https://www.wykop.pl/,54,0,25
1672385865487,111,HTTP Request,200,OK,Thread Group 1-10,text,true,,163461,228,1,1,https://www.wykop.pl/,14,0,0
1672385865487,14,HTTP Request-0,302,Found,Thread Group 1-10,,true,,99,114,1,1,http://www.wykop.pl/,14,0,0
1672385865501,97,HTTP Request-1,200,OK,Thread Group 1-10,text,true,,163362,114,1,1,https://www.wykop.pl/,46,0,30
